500 250000
95 363 85
178 387 97
53 419 24
17 125 13
407 243 98
338 21 64
498 31 38
20 429 30
484 323 56
316 432 46
227 350 69
117 405 59
26 472 47
241 471 95
78 269 28
419 418 16
2 163 41
55 363 14
208 60 16
254 237 40
2 162 85
317 231 29
245 8 54
66 233 35
202 137 14
466 259 71
393 437 24
115 371 17
427 217 88
284 231 27
313 22 19
120 391 43
254 120 74
65 495 15
102 334 25
222 251 11
201 80 45
254 479 94
33 318 82
25 443 66
223 30 24
112 426 36
287 481 53
254 337 33
134 32 78
401 224 10
275 449 80
261 462 61
111 295 49
64 277 58
306 327 73
134 65 92
276 234 76
74 483 22
412 34 57
83 294 44
398 475 72
288 11 65
195 145 15
280 268 31
438 73 91
362 93 27
421 367 99
203 133 66
251 105 60
314 310 33
70 404 11
391 56 100
451 174 60
227 280 41
118 161 55
157 418 23
446 415 9
145 486 25
193 194 25
70 293 18
188 7 16
173 185 23
94 285 61
107 74 45
438 176 19
493 348 49
123 392 41
364 445 21
85 422 26
369 27 14
47 82 67
20 95 61
131 23 93
295 299 52
432 350 80
183 471 58
259 395 88
50 218 6
205 169 72
392 299 16
272 397 6
306 432 11
145 462 12
325 335 81
454 182 35
4 332 30
415 22 22
174 215 50
72 319 85
31 308 21
57 34 18
298 19 22
418 426 70
267 441 8
14 257 75
263 211 74
16 330 56
151 396 14
136 349 28
173 189 64
248 356 54
439 405 82
312 138 65
273 239 61
70 474 87
9 354 28
427 431 12
243 250 14
73 331 98
67 239 84
77 345 76
25 394 27
465 441 57
365 30 29
96 379 6
84 267 2
332 294 47
497 34 48
26 235 77
493 486 66
130 194 21
0 473 88
68 452 80
226 437 88
219 158 95
49 62 5
229 128 8
456 240 56
388 366 5
482 117 24
235 425 36
156 105 30
105 485 72
327 435 73
385 160 22
225 183 44
66 219 48
471 347 65
121 336 39
229 295 70
316 289 17
53 235 4
349 307 10
133 356 73
87 312 6
183 210 7
58 91 65
3 186 98
59 323 91
402 179 92
72 349 30
334 214 68
288 299 92
182 387 74
389 96 95
417 328 78
247 45 72
43 97 47
377 415 53
341 29 21
351 372 44
438 324 85
483 465 19
346 161 49
201 434 41
169 213 96
243 489 18
430 330 70
488 315 58
216 211 95
216 398 92
256 11 4
472 469 90
37 435 83
369 258 26
227 204 37
306 371 59
304 302 94
159 11 39
199 382 86
290 278 55
480 122 85
341 208 4
42 39 38
30 298 68
482 220 11
181 78 54
232 348 90
75 481 84
320 226 70
443 434 19
344 455 67
105 431 50
406 343 79
441 67 77
75 352 89
222 497 80
485 244 59
230 237 9
471 276 100
24 429 98
254 431 10
268 68 48
161 402 2
338 379 92
277 427 40
16 68 24
121 467 8
466 157 69
343 252 28
248 394 34
495 208 11
269 405 16
338 440 88
49 240 67
435 6 94
279 172 92
140 255 87
63 102 1
286 309 41
493 68 83
464 56 93
99 329 81
360 286 77
453 232 15
239 260 12
288 442 79
202 412 4
98 64 62
120 16 33
494 303 11
284 310 13
301 87 28
343 404 90
468 250 58
8 400 89
204 331 12
255 63 44
404 411 33
382 160 29
378 431 24
269 270 98
196 208 90
4 252 90
436 266 49
320 449 8
420 32 3
391 206 3
3 473 100
392 216 10
460 313 42
248 211 34
291 428 10
7 420 4
230 475 15
57 153 68
452 90 3
41 498 71
169 154 81
251 460 56
236 133 82
205 325 19
15 100 20
309 391 54
92 357 13
88 24 59
300 201 83
448 237 48
456 69 65
239 246 19
8 471 3
234 331 40
19 493 16
362 119 100
272 345 8
37 214 74
400 307 43
251 80 18
430 73 93
248 143 22
268 64 95
362 163 44
55 466 51
425 34 35
304 56 92
441 401 44
141 161 77
314 232 94
162 398 90
132 133 80
23 380 59
151 219 98
400 317 40
144 114 44
293 273 65
486 240 5
17 352 18
165 437 46
116 23 79
145 53 69
345 173 19
292 153 55
59 6 52
277 33 73
140 442 45
142 380 79
87 242 60
247 246 97
279 362 53
42 398 65
19 3 63
355 438 29
40 334 30
49 285 61
348 470 28
246 170 22
200 155 10
111 236 29
163 459 7
225 11 41
14 155 64
104 238 15
490 162 36
142 215 50
66 273 89
326 436 4
148 399 84
251 460 84
443 296 18
122 246 97
350 31 46
236 196 86
327 447 83
325 447 31
482 39 39
58 190 17
158 386 54
68 419 65
446 398 66
317 196 93
43 197 68
193 175 6
23 474 3
145 10 83
263 298 6
310 424 90
492 283 35
418 79 12
263 287 83
68 129 70
483 149 81
177 231 48
357 186 40
236 115 15
267 47 5
323 326 88
42 132 37
73 279 45
455 69 43
412 160 18
239 364 60
370 331 89
143 458 11
353 74 96
410 176 100
37 297 89
330 197 16
227 132 50
493 330 37
265 290 7
252 489 97
88 428 44
123 66 19
472 423 5
165 318 8
416 492 97
39 345 9
265 230 37
134 355 70
186 324 17
221 375 23
217 291 96
149 151 40
258 152 16
78 250 52
489 126 70
125 464 10
335 233 7
272 105 30
163 346 16
460 433 25
377 219 76
109 144 32
434 92 82
157 377 91
147 30 22
490 86 95
69 223 21
409 145 3
311 257 7
277 362 76
17 23 94
129 288 42
456 81 15
283 159 42
24 465 77
123 378 18
138 27 64
306 238 60
477 130 63
467 158 42
378 391 49
446 346 63
476 455 6
444 8 11
484 493 92
167 28 42
187 70 31
420 183 30
121 220 60
257 422 22
356 170 100
113 113 98
318 201 60
132 277 9
2 186 25
459 225 65
7 477 38
180 254 79
139 280 72
172 155 84
154 385 89
329 261 65
232 296 64
474 82 5
128 465 9
7 98 98
156 281 90
499 95 13
342 356 57
100 78 39
432 76 84
6 258 26
28 230 71
347 282 50
67 257 89
406 29 22
347 258 36
274 239 40
314 490 2
433 327 46
65 219 35
304 29 89
250 322 86
104 399 27
187 359 37
205 287 93
382 483 16
126 46 58
236 368 58
179 328 16
14 21 30
331 458 31
460 147 22
1 372 98
438 120 71
70 439 57
156 478 95
287 438 30
316 133 65
227 13 86
71 469 20
147 485 86
244 228 5
315 289 23
319 34 8
371 26 61
425 241 16
361 422 37
95 471 76
439 264 84
337 97 83
400 252 25
85 46 20
397 240 82
11 52 77
447 103 50
112 280 72
72 429 18
58 45 96
245 162 10
427 197 79
194 45 3
270 50 90
290 111 5
161 467 1
235 190 56
134 331 29
322 27 39
253 486 86
136 450 35
45 307 78
321 168 11
447 109 11
337 162 65
78 34 44
259 322 28
325 36 80
369 178 79
295 178 96
427 87 96
424 261 33
264 382 87
162 156 50
152 87 64
182 101 26
100 346 9
451 277 95
119 411 57
293 240 66
292 64 21
1 499 18
460 439 65
147 461 97
239 267 31
52 447 77
176 471 25
373 330 94
165 159 60
289 86 52
217 483 2
250 459 15
496 332 76
58 147 60
62 383 14
373 293 60
138 445 16
277 123 54
457 65 87
470 494 15
204 290 12
432 120 17
266 276 75
162 188 34
478 438 93
71 248 59
173 478 39
91 351 39
21 454 15
352 12 8
476 465 66
390 236 36
82 487 15
140 137 80
68 320 50
357 200 60
105 151 33
383 491 70
243 143 7
288 231 66
76 297 4
227 411 38
239 130 43
309 162 69
289 183 9
271 263 60
346 167 26
304 324 34
187 47 62
427 273 60
66 319 38
224 101 72
429 89 5
264 269 85
251 276 55
197 383 11
24 292 10
4 346 50
447 119 66
450 170 5
460 222 51
80 379 29
266 314 67
4 423 9
218 491 74
175 363 87
285 401 14
252 326 99
29 298 24
375 106 33
258 350 55
62 31 19
235 205 17
328 268 5
33 396 98
323 71 27
334 63 39
288 457 45
237 128 35
126 131 77
476 59 13
254 370 40
1 475 41
416 481 97
1 57 41
179 255 15
498 224 94
65 490 20
80 175 70
67 452 51
335 422 72
479 417 21
286 101 73
354 263 9
377 350 67
385 442 98
71 495 91
346 470 40
285 283 16
245 263 11
257 490 53
5 106 12
4 91 81
472 285 20
371 386 10
155 108 95
346 286 67
414 186 40
223 207 53
238 137 16
395 194 89
418 192 98
149 211 59
279 209 56
358 53 70
124 49 48
29 345 93
438 58 53
395 460 26
431 342 6
251 3 85
126 128 42
37 449 66
447 227 58
269 3 86
290 19 73
305 289 87
318 148 94
450 352 22
12 356 41
215 101 65
239 55 60
455 237 54
339 41 32
459 57 97
268 161 10
496 377 1
46 90 50
487 195 53
338 411 89
72 397 32
480 61 12
132 241 16
0 142 79
469 492 22
46 454 98
406 134 54
468 471 82
391 233 72
176 136 7
358 491 66
409 306 28
297 445 91
90 405 67
120 486 83
225 85 82
319 276 25
109 445 33
98 110 73
416 322 49
34 201 19
334 79 32
336 395 69
287 378 66
306 473 22
207 23 60
445 221 92
415 208 31
201 141 9
87 117 1
3 283 24
254 438 18
166 112 79
254 235 30
211 136 73
459 362 3
173 428 100
451 450 84
180 345 52
415 30 86
1 281 19
197 271 22
191 151 66
100 166 91
17 17 87
423 496 63
64 489 24
326 360 55
151 372 23
70 362 4
299 131 98
413 395 63
209 335 93
96 454 48
450 101 67
409 243 80
397 180 70
185 394 9
151 75 61
321 297 14
323 88 86
150 402 79
134 42 98
235 198 90
127 44 30
145 327 33
334 136 54
197 39 79
161 475 10
209 11 80
413 318 30
358 337 10
282 73 29
489 308 90
393 118 7
168 175 93
352 270 15
189 59 84
145 376 61
358 270 82
285 459 71
317 137 54
442 330 43
218 339 72
377 481 70
94 413 96
284 140 52
348 144 60
418 176 25
395 208 34
329 362 91
430 12 55
410 90 31
317 110 94
285 217 97
424 229 87
189 157 2
95 327 22
475 49 21
121 334 85
16 96 32
69 355 24
44 221 13
100 478 72
494 397 98
417 234 18
354 285 19
257 432 8
261 137 81
244 187 75
244 413 97
444 264 59
110 113 66
302 80 88
445 331 55
144 243 33
306 412 68
428 492 58
115 311 48
400 479 88
281 407 48
75 17 92
411 240 37
295 474 38
21 380 29
90 106 13
395 271 22
30 230 67
43 343 42
390 240 44
4 399 49
451 354 44
15 84 42
51 76 67
381 407 41
414 207 57
425 38 79
284 406 31
376 340 56
124 382 95
81 217 15
195 153 24
49 223 45
488 50 89
472 194 87
210 44 38
270 416 90
129 286 5
177 380 37
189 107 76
418 250 34
122 93 77
36 291 41
392 231 98
309 299 52
78 15 88
129 241 9
379 185 100
373 264 56
340 296 23
325 182 15
426 329 32
207 209 98
323 175 68
313 498 8
395 120 8
197 171 53
303 461 65
20 278 19
426 383 88
241 430 36
455 156 3
308 483 79
363 40 40
423 394 1
255 292 65
305 62 30
36 464 11
179 91 84
411 201 1
418 448 95
54 167 92
434 490 32
166 335 66
57 270 91
495 412 14
463 352 13
4 158 44
238 150 5
154 94 54
406 16 28
439 72 91
351 390 32
206 448 97
429 436 88
1 490 25
67 407 10
92 430 29
452 149 26
484 273 83
246 130 54
324 295 61
359 105 85
240 15 86
266 166 58
360 472 1
170 423 85
109 205 24
347 477 60
184 329 20
145 458 54
328 391 7
393 376 39
439 378 85
226 21 83
179 371 81
78 175 79
351 456 60
297 282 56
34 287 99
271 131 18
319 127 1
110 32 2
22 479 78
465 131 77
277 186 32
342 372 8
445 390 100
401 190 92
496 402 37
120 9 79
184 269 49
118 274 37
1 256 4
295 239 62
285 98 26
238 415 52
113 337 64
427 41 36
457 447 48
480 191 68
331 155 4
476 18 30
190 388 33
489 345 14
244 22 7
190 22 46
410 86 56
213 217 44
316 208 77
14 179 46
130 302 3
421 319 84
464 444 12
358 267 93
302 47 65
400 109 79
190 371 61
270 345 32
23 76 84
287 292 69
253 281 24
299 336 5
48 418 65
134 426 23
333 134 70
141 129 12
47 161 7
96 41 5
328 347 10
393 384 78
4 197 9
155 112 6
28 329 36
324 490 26
199 449 43
447 287 26
160 290 13
375 430 75
150 324 64
437 326 11
310 100 5
44 401 58
462 352 98
468 467 47
135 191 19
457 101 50
419 221 96
155 80 1
294 54 39
277 243 62
155 107 26
124 296 31
484 21 85
357 309 44
212 20 44
265 307 81
496 167 14
425 422 77
331 181 99
134 73 21
367 391 9
468 101 21
409 258 61
361 328 67
443 224 35
361 261 24
313 449 95
30 185 48
328 182 57
284 339 66
496 177 13
434 301 59
462 344 99
229 97 48
340 389 59
355 22 79
73 373 34
104 63 53
180 153 39
277 88 68
311 332 54
235 185 81
321 375 32
49 339 44
248 80 42
269 280 48
95 462 73
195 239 78
379 100 65
39 180 70
371 53 52
446 454 28
335 295 91
65 38 51
313 168 42
204 331 95
44 64 82
319 234 6
455 237 79
107 208 44
1 266 58
402 328 4
299 360 78
417 206 24
394 183 35
79 359 40
446 56 11
387 112 20
78 443 41
22 496 97
13 187 78
164 382 91
444 472 87
452 260 77
318 325 48
477 160 45
367 225 46
187 90 92
49 134 14
325 315 23
429 268 62
275 197 56
33 29 37
225 13 85
192 457 6
63 133 44
359 153 65
494 325 44
440 172 24
157 494 63
492 356 6
110 103 1
404 255 40
256 73 5
416 171 33
468 229 31
357 254 94
444 67 34
234 329 61
143 255 1
206 324 52
96 480 83
155 466 80
315 88 14
313 400 18
259 20 90
432 428 90
25 472 47
251 124 65
212 74 9
427 115 93
69 172 43
114 165 7
177 126 6
387 234 55
194 2 74
229 140 60
219 470 34
176 342 6
249 419 21
198 217 70
61 333 68
410 78 44
458 55 21
264 331 55
478 142 17
130 13 48
141 241 3
140 357 72
165 76 51
390 137 57
201 112 92
60 12 83
301 160 43
86 288 51
259 275 86
179 225 30
478 393 16
348 429 36
129 431 68
369 309 55
487 424 38
61 268 7
133 292 62
171 16 60
36 119 44
111 100 88
306 424 42
272 492 83
52 243 31
431 303 8
287 399 11
174 187 60
173 118 3
256 236 62
13 491 75
111 0 75
481 64 19
206 485 32
130 12 60
321 131 92
202 243 85
348 267 3
274 446 35
341 479 98
221 154 16
109 40 5
338 143 99
445 434 76
191 482 96
194 83 52
280 368 1
405 304 36
296 36 32
310 131 60
260 108 29
19 197 78
134 283 30
208 29 30
229 83 68
475 233 85
407 46 59
417 112 21
235 154 8
265 325 4
199 63 10
45 137 3
340 16 62
126 297 92
368 138 84
243 228 64
21 377 95
459 293 71
415 144 98
182 71 4
77 34 48
433 409 57
477 344 23
180 69 74
446 209 27
83 225 87
400 305 4
447 258 49
260 479 66
50 150 16
428 303 91
319 162 47
218 205 75
206 291 40
137 352 80
105 96 41
58 252 97
331 355 69
158 462 56
377 29 23
417 120 64
221 372 77
93 126 59
407 22 99
162 461 88
101 354 22
260 373 80
202 459 46
237 268 92
174 386 52
352 335 21
479 50 75
132 367 21
192 279 64
180 182 88
289 232 40
341 103 56
301 399 40
463 320 70
237 403 75
38 33 39
254 477 51
411 300 50
43 294 58
319 93 25
224 63 95
119 436 75
24 90 87
98 283 94
199 495 50
96 20 12
160 314 95
114 374 29
152 488 73
472 396 64
105 142 35
405 267 51
228 31 9
112 347 22
62 148 48
435 441 9
106 131 44
17 47 98
363 231 72
120 283 71
330 451 92
338 318 2
153 354 41
65 14 30
96 307 14
441 472 5
277 297 19
89 458 100
395 167 45
107 67 46
282 343 39
411 150 10
206 244 11
378 496 2
328 185 74
441 79 97
25 428 38
74 67 91
149 59 32
392 490 6
270 276 100
372 121 20
231 489 50
401 165 76
383 365 53
188 18 3
188 80 91
81 208 61
272 492 54
110 482 37
397 375 39
273 494 50
294 267 51
124 374 82
258 233 70
121 315 32
119 142 74
338 340 65
464 489 60
251 173 52
306 243 10
258 285 71
42 309 43
259 438 66
491 259 19
327 211 32
425 336 37
390 309 67
339 13 56
183 95 99
97 83 36
169 126 4
174 233 48
149 440 76
165 20 76
28 8 27
213 266 34
177 449 39
256 423 55
329 481 69
359 397 55
134 294 50
315 289 17
390 209 62
153 54 74
401 169 36
204 270 87
70 312 78
190 292 75
202 414 59
468 218 6
448 99 21
274 69 18
68 393 37
336 152 37
394 415 74
315 152 64
90 159 47
226 184 93
446 476 20
246 340 35
48 488 5
68 368 17
340 492 17
291 147 58
159 10 30
35 26 81
96 287 76
279 448 24
478 373 1
161 417 80
297 116 59
140 65 34
183 252 54
56 266 45
372 427 23
215 20 53
230 188 59
258 157 72
426 171 5
442 33 94
409 396 45
306 357 18
338 147 9
117 489 17
328 403 3
183 48 51
411 392 53
391 395 73
199 482 30
249 272 88
97 345 3
194 353 49
119 238 84
225 252 72
493 258 9
300 89 40
114 179 71
77 392 94
338 3 15
349 42 67
60 233 74
455 78 53
167 106 79
157 361 20
347 15 60
408 108 51
314 249 37
152 385 57
298 449 92
9 314 84
139 158 12
30 196 42
211 99 33
431 448 62
487 242 10
249 84 51
218 451 9
88 473 27
184 436 52
141 123 10
266 425 78
161 393 16
2 111 30
134 178 9
291 250 62
309 61 57
284 398 62
402 136 2
70 55 32
179 313 65
85 484 52
246 203 31
98 465 33
59 221 67
258 349 47
364 176 53
196 29 24
331 450 36
473 391 71
119 430 68
106 394 15
13 357 88
203 323 60
498 210 100
483 483 9
409 322 28
487 491 34
383 496 61
15 62 53
410 119 54
312 161 62
220 29 85
455 64 49
434 10 32
282 371 16
156 88 11
193 335 24
83 289 52
449 362 3
443 236 91
387 126 32
213 30 41
154 237 11
448 450 37
297 1 75
93 244 26
306 438 54
69 247 72
80 72 33
360 269 3
385 472 31
381 485 23
133 99 87
428 197 68
320 476 3
302 22 40
315 351 31
278 188 48
360 15 90
299 47 69
66 75 89
435 81 24
252 2 59
365 32 31
374 47 13
92 307 77
161 116 4
114 272 99
392 354 18
119 181 20
276 0 69
62 324 24
376 475 11
331 154 63
109 106 72
45 440 11
120 454 80
4 186 34
172 449 61
314 318 9
100 37 62
401 424 88
113 68 44
262 48 31
75 94 93
413 288 92
429 71 44
487 101 1
89 364 86
240 316 80
72 221 46
108 304 100
28 250 93
255 141 49
34 202 12
154 333 31
266 181 72
303 261 58
418 339 100
237 385 5
481 174 35
370 165 94
474 314 54
351 457 92
331 496 21
269 229 1
193 277 2
346 438 6
111 98 60
445 346 10
318 338 14
293 364 85
272 420 40
413 340 24
303 72 1
10 186 6
193 5 24
294 441 56
286 31 73
20 3 23
3 114 22
465 98 22
167 74 54
264 347 47
164 36 87
35 53 68
144 179 100
165 260 18
69 179 24
31 391 83
30 183 54
24 487 40
103 239 36
20 121 22
34 387 66
407 358 20
162 139 22
283 240 54
291 263 31
343 313 63
35 408 74
55 73 4
242 178 29
209 335 76
128 368 76
468 483 93
244 76 43
65 103 29
430 7 65
411 439 87
88 31 14
133 91 75
39 145 44
100 393 57
159 121 66
205 140 56
314 308 81
214 138 66
300 180 16
133 220 51
229 453 72
272 334 60
173 113 52
269 150 86
154 161 96
364 417 92
400 210 96
361 96 51
498 184 39
389 482 78
387 310 81
315 380 8
343 253 23
495 216 26
395 331 41
358 280 69
428 3 19
314 372 53
327 7 67
402 111 45
371 69 64
73 339 2
1 273 27
471 454 93
62 149 78
236 101 46
414 127 42
48 187 20
19 330 39
349 233 59
308 289 79
451 394 3
188 215 44
54 149 42
174 52 68
278 282 42
371 252 100
435 165 48
40 201 96
273 99 86
131 85 14
31 399 42
332 218 69
64 175 30
223 103 38
476 97 20
149 338 18
13 470 48
416 311 72
103 76 20
126 438 51
190 462 16
335 309 69
84 486 29
471 404 1
93 472 60
220 161 58
371 419 48
364 168 30
357 113 84
310 482 95
0 436 59
291 374 73
193 122 25
156 332 45
225 41 36
126 173 43
16 103 84
405 101 48
448 153 1
450 435 75
208 59 44
421 268 77
405 488 5
447 186 71
164 366 26
12 277 64
7 101 88
200 352 33
97 39 18
463 389 63
71 350 20
470 164 92
189 125 68
366 233 35
259 142 44
132 103 12
139 248 45
486 471 23
388 138 39
471 387 46
327 412 54
68 97 91
142 168 21
401 470 47
406 143 83
374 230 37
133 72 58
480 228 25
483 470 65
9 475 24
236 460 80
378 187 16
260 83 86
496 334 15
212 184 23
371 331 80
56 149 54
297 123 57
115 428 68
328 483 77
126 363 47
335 164 56
199 11 71
130 122 82
295 326 64
141 305 11
382 284 70
130 484 58
89 231 99
281 137 41
482 407 59
392 252 69
331 74 35
284 138 31
444 281 83
27 315 92
230 330 1
166 359 18
338 333 69
326 288 62
290 90 83
486 475 19
467 120 73
129 399 39
215 328 48
20 451 96
322 300 24
270 216 86
211 340 100
35 474 24
305 458 18
133 1 50
17 196 74
22 282 67
357 10 24
411 411 41
439 247 79
375 319 28
411 136 73
8 338 26
444 345 27
452 463 96
147 145 4
66 120 61
281 390 60
354 173 56
193 162 11
247 16 85
450 419 8
212 47 79
268 353 75
237 493 50
107 271 3
492 67 70
292 35 55
141 182 93
173 433 41
405 495 96
356 203 65
61 318 26
23 44 66
97 189 35
436 250 80
480 232 45
100 184 48
498 245 68
86 75 80
13 488 24
171 71 27
377 29 83
227 350 3
3 181 33
295 273 52
134 195 92
354 272 3
451 319 4
465 24 100
259 430 66
461 213 42
311 21 5
9 473 4
416 180 56
335 182 38
496 132 48
444 229 73
48 1 92
227 243 12
336 456 1
432 383 73
127 389 52
138 46 9
231 392 71
178 163 38
204 424 95
77 282 78
472 465 97
9 232 60
409 242 20
230 111 9
107 204 93
53 186 14
154 26 80
332 150 8
409 293 89
22 88 43
355 51 78
3 37 71
368 428 19
331 365 54
382 74 25
366 369 63
154 170 17
259 221 52
213 308 9
292 44 42
213 101 58
482 76 57
157 325 42
73 466 6
141 481 28
462 318 17
153 43 30
209 180 84
494 183 91
313 251 22
211 283 83
40 337 46
81 281 83
416 243 3
116 117 62
217 421 73
134 352 39
189 357 94
294 6 39
194 287 26
296 166 42
30 494 19
130 192 44
422 303 33
173 24 94
114 299 100
184 136 24
245 365 8
328 451 71
285 215 88
105 281 94
489 78 45
397 287 22
161 108 63
268 281 20
417 125 78
192 313 5
178 122 17
365 75 52
363 121 15
303 479 29
484 235 48
190 363 21
184 170 98
159 247 82
287 94 12
431 21 89
480 490 75
402 108 65
309 226 54
310 406 95
476 111 3
438 428 90
198 62 93
105 78 76
463 254 88
1 470 13
191 164 96
28 337 60
461 127 19
197 284 82
345 194 9
183 61 79
83 92 37
371 427 38
144 386 40
380 295 90
252 344 96
106 360 21
493 426 36
141 105 73
250 110 69
154 155 24
378 95 22
34 399 13
461 387 79
454 306 98
260 248 96
14 476 56
405 269 12
462 167 12
47 55 66
217 417 36
227 184 57
269 11 80
134 121 72
186 53 41
262 39 55
261 490 60
54 114 56
235 355 25
51 301 45
465 65 15
101 203 19
382 120 77
438 99 37
265 292 44
216 0 10
305 238 7
454 3 31
273 158 71
229 371 31
295 371 9
196 366 94
82 235 58
53 420 66
34 439 33
172 86 1
158 200 80
118 139 87
397 52 36
317 42 23
143 21 57
273 230 5
320 431 56
350 280 34
288 255 25
494 358 9
298 65 79
355 182 81
304 122 3
83 375 71
399 28 66
254 288 98
29 239 61
161 242 97
84 208 39
291 382 62
424 111 61
13 248 18
188 158 55
318 382 97
343 303 31
12 40 41
409 363 48
39 90 74
372 420 53
91 148 19
375 396 47
313 372 8
460 203 56
38 209 96
276 410 90
473 2 72
61 55 34
53 125 29
470 141 85
390 217 30
116 72 51
287 411 55
374 425 70
142 9 43
476 295 2
258 114 56
307 219 16
252 493 41
383 16 1
295 318 52
83 95 9
332 477 3
107 355 14
151 433 92
492 252 96
109 221 52
406 103 30
78 246 86
432 482 18
33 45 6
431 186 34
197 401 21
28 177 32
227 41 91
126 253 16
142 110 23
487 162 66
191 268 43
175 173 52
479 411 33
199 289 72
191 484 27
343 306 18
468 166 59
32 206 67
115 163 91
414 416 25
462 83 53
332 153 18
61 10 48
77 385 77
149 0 27
116 462 99
131 93 88
408 1 1
114 19 45
26 223 64
198 55 29
428 366 3
37 305 32
472 416 64
268 407 9
252 56 57
118 402 15
393 366 35
167 257 16
298 353 75
324 304 81
138 403 13
432 253 53
326 410 75
489 424 69
160 137 68
15 277 91
62 245 17
297 163 89
37 452 96
322 193 24
309 103 4
24 295 41
